City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Qaqortoq,GL,60.7167,-46.0333,30.7,84,29,1.79,scattered clouds
345,Cahors,FR,44.4167,1.3333,52.14,92,100,2.04,overcast clouds
346,Ucluelet,CA,48.9329,-125.5528,53.1,89,88,9.89,overcast clouds
347,Quimperle,FR,47.8667,-3.55,54.95,80,75,18.63,broken clouds
348,Onega,RU,63.9061,38.1404,52.0,66,98,13.73,overcast clouds
349,Moultrie,US,31.1799,-83.7891,67.8,88,1,5.64,clear sky
350,Buritizeiro,BR,-17.3511,-44.9622,64.11,60,38,0.74,scattered clouds
351,Port Blair,IN,11.6667,92.75,82.74,82,100,16.04,moderate rain
352,Kempele,FI,64.9131,25.5034,44.13,93,90,5.75,overcast clouds
353,Gympie,AU,-26.1898,152.665,65.32,70,0,6.87,clear sky
354,Eyemouth,GB,55.8713,-2.0901,43.84,78,100,20.69,overcast clouds
355,Liverpool,GB,53.4106,-2.9779,47.68,78,100,1.99,light rain
356,Cururupu,BR,-1.8283,-44.8683,75.06,95,13,3.44,few clouds
357,Kununurra,AU,-15.7667,128.7333,91.38,29,88,6.91,overcast clouds
358,Chulman,RU,56.8479,124.9104,44.8,51,100,12.17,overcast clouds
359,Bemidji,US,47.4736,-94.8803,71.69,73,1,10.36,clear sky
360,Georgetown,MY,5.4112,100.3354,89.89,66,20,1.01,few clouds
361,Balakhta,RU,55.38,91.6,51.93,51,100,7.94,overcast clouds
362,Awjilah,LY,29.1081,21.2869,73.78,36,0,11.48,clear sky
363,Tanout,NE,14.9709,8.8879,88.56,9,92,8.59,overcast clouds
364,Barranca,PE,-10.75,-77.7667,63.77,82,100,4.56,overcast clouds
365,Khandbari,NP,27.3747,87.2039,86.41,50,29,6.82,scattered clouds
366,Mahanoro,MG,-19.9,48.8,74.39,66,100,9.26,overcast clouds
367,Svetlaya,RU,46.5389,138.3297,55.18,71,100,4.65,overcast clouds
368,Portland,US,45.5234,-122.6762,52.56,84,0,1.99,clear sky
369,Asyut,EG,27.181,31.1837,75.38,32,0,17.69,clear sky
370,Belmonte,BR,-15.8631,-38.8828,70.3,82,97,4.79,overcast clouds
371,Tornio,FI,65.8481,24.1466,37.42,90,100,17.13,overcast clouds
372,Champerico,GT,14.3,-91.9167,83.35,78,4,5.97,clear sky
373,Sabha,LY,27.0377,14.4283,88.05,19,0,14.54,clear sky
374,Hithadhoo,MV,-0.6,73.0833,84.16,71,29,9.06,scattered clouds
375,Koumac,NC,-20.5667,164.2833,72.84,66,61,13.44,broken clouds
376,Oum Hadjer,TD,13.2954,19.6966,93.18,35,49,15.5,scattered clouds
377,Saldana,CO,3.9292,-75.0152,72.77,93,100,1.77,overcast clouds
378,Szczecinek,PL,53.7079,16.6994,54.34,82,100,8.68,overcast clouds
379,Sol-Iletsk,RU,51.1631,54.9918,82.67,34,11,13.71,few clouds
380,Sangar,RU,63.9242,127.4739,50.02,32,43,14.97,scattered clouds
381,Mount Isa,AU,-20.7333,139.5,82.17,26,35,6.91,scattered clouds
382,Kuito,AO,-12.3833,16.9333,55.54,82,0,5.75,clear sky
383,Moron,AR,-34.6534,-58.6198,57.9,98,100,3.94,light rain
384,Vardo,NO,70.3705,31.1107,33.73,86,100,28.05,light snow
385,Hasaki,JP,35.7333,140.8333,65.17,74,100,15.48,moderate rain
386,Pontianak,ID,-0.0333,109.3333,80.58,62,75,9.04,light rain
387,Lagoa,PT,39.05,-27.9833,57.78,56,4,17.27,clear sky
388,Kahului,US,20.8947,-156.47,75.85,72,20,12.66,few clouds
389,Gangapur,IN,26.4833,76.7167,98.29,29,0,5.86,clear sky
390,Barraute,CA,48.4335,-77.6328,68.27,95,100,8.9,light rain
391,Westport,US,41.1415,-73.3579,64.18,89,89,1.54,overcast clouds
392,Makaha,US,21.4694,-158.2175,76.95,69,20,11.63,few clouds
393,Georgiyevka,KZ,43.0369,74.7114,78.84,28,0,7.0,clear sky
394,Homer,US,59.6425,-151.5483,47.08,85,98,8.99,overcast clouds
395,Lewistown,US,40.5992,-77.5714,68.74,85,1,0.0,clear sky
396,Youghal,IE,51.95,-7.8506,49.01,73,61,12.06,broken clouds
397,Benjamin Constant,BR,-4.3831,-70.0311,73.17,99,100,1.23,overcast clouds
398,Bilma,NE,18.6853,12.9164,90.82,10,0,12.8,clear sky
399,Amarpur,IN,25.0333,86.9,99.72,30,17,6.6,few clouds
400,Huarmey,PE,-10.0681,-78.1522,63.86,88,82,5.64,broken clouds
401,Melioratorov,RU,57.2107,65.6077,79.18,32,0,14.5,clear sky
402,Pozo Colorado,PY,-23.4923,-58.7972,66.43,76,98,10.42,overcast clouds
403,Necochea,AR,-38.5473,-58.7368,56.03,73,100,11.34,light rain
404,Ulundi,ZA,-28.3352,31.4162,61.29,70,96,3.06,overcast clouds
405,Genoa,IT,44.4129,8.9573,63.32,74,75,1.01,broken clouds
406,Igrim,RU,63.1906,64.4162,79.41,32,0,14.65,clear sky
407,Steinbach,DE,50.1667,8.5667,52.38,72,75,14.43,broken clouds
408,Aksarka,RU,66.5606,67.7975,77.34,32,0,8.84,clear sky
409,Valdivia,CL,-39.8142,-73.2459,44.69,99,95,1.34,overcast clouds
410,Kolobrzeg,PL,54.1757,15.5834,54.97,82,53,11.21,broken clouds
411,Kuala Terengganu,MY,5.3302,103.1408,89.55,70,20,5.75,few clouds
412,Half Moon Bay,US,37.4636,-122.4286,54.75,87,90,0.0,overcast clouds
413,Neiafu,TO,-18.65,-173.9833,77.68,94,75,8.05,light rain
414,La Union,PE,-5.4,-80.75,66.97,75,8,10.74,clear sky
415,Ostrovnoy,RU,68.0531,39.5131,40.1,91,100,7.11,overcast clouds
416,Puerto Ayacucho,VE,5.6639,-67.6236,75.43,92,98,2.91,overcast clouds
417,Egvekinot,RU,66.3167,-179.1667,29.12,90,53,3.04,broken clouds
418,Hue,VN,16.4667,107.6,95.11,50,20,12.84,few clouds
419,Pimentel,PE,-6.8367,-79.9342,66.0,82,71,1.99,broken clouds
420,Yeniseysk,RU,58.4497,92.1703,53.49,41,100,7.65,overcast clouds
421,Cap Malheureux,MU,-19.9842,57.6142,77.47,58,65,8.99,broken clouds
422,Padang,ID,-0.9492,100.3543,87.85,69,100,5.75,overcast clouds
423,Lamu,KE,-2.2717,40.902,82.44,69,7,15.7,clear sky
424,Archidona,ES,37.0965,-4.3887,70.92,50,100,3.98,overcast clouds
425,Ouro Preto,BR,-20.3948,-43.5052,56.43,73,40,3.0,scattered clouds
426,Skjervoy,NO,70.0311,20.9714,39.18,59,89,18.54,overcast clouds
427,Umm Lajj,SA,25.0213,37.2685,86.9,52,0,14.92,clear sky
428,Arcata,US,40.8665,-124.0828,51.21,76,44,5.99,scattered clouds
429,Kamyshin,RU,50.0983,45.416,77.67,42,100,1.07,overcast clouds
430,Great Yarmouth,GB,52.6083,1.7305,48.45,94,100,19.91,overcast clouds
431,Arona,ES,28.0996,-16.681,67.03,56,0,3.0,clear sky
432,Poiana Stampei,RO,47.3167,25.1333,57.04,53,100,5.59,overcast clouds
433,Poya,NC,-21.35,165.15,69.87,77,29,7.7,scattered clouds
434,Grindavik,IS,63.8424,-22.4338,37.87,58,0,15.14,clear sky
435,Pathalgaon,IN,22.5667,83.4667,98.58,20,7,10.16,clear sky
436,Honiara,SB,-9.4333,159.95,79.83,88,85,0.45,overcast clouds
437,Saint-Laurent-Du-Var,FR,43.671,7.1761,59.92,88,75,5.75,broken clouds
438,Leningradskiy,RU,69.3833,178.4167,32.22,90,100,6.44,overcast clouds
439,Wattegama,LK,6.7989,81.4808,85.12,48,42,14.03,scattered clouds
440,Hagi,JP,34.4,131.4167,73.0,68,2,7.07,clear sky
441,Kolosovka,RU,56.4678,73.611,80.55,35,7,11.39,clear sky
442,Atar,MR,20.5169,-13.0499,78.24,40,5,0.89,clear sky
443,Merauke,ID,-8.4667,140.3333,81.45,84,85,15.55,overcast clouds
444,Komsomolskiy,UZ,40.4272,71.7189,83.12,23,51,4.61,broken clouds
445,Meulaboh,ID,4.1363,96.1285,86.77,62,68,5.77,broken clouds
446,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,40,7,11.25,clear sky
447,Mwinilunga,ZM,-11.7358,24.4293,66.29,49,1,8.75,clear sky
448,Turan,VN,16.0678,108.2208,95.05,52,20,9.22,few clouds
449,Dobric,RS,44.7019,19.5814,64.76,59,99,5.06,overcast clouds
450,Bairiki,KI,1.3292,172.9752,84.2,82,75,21.3,light rain
451,Wewak,PG,-3.5534,143.6268,84.52,74,4,8.57,clear sky
452,Hami,CN,42.8,93.45,65.37,12,18,4.74,few clouds
453,Fairbanks,US,64.8378,-147.7164,55.4,56,90,5.75,overcast clouds
454,Basoko,CD,1.2391,23.616,75.63,89,94,3.42,overcast clouds
455,Saint-Pierre,RE,-21.3393,55.4781,80.24,72,75,24.16,broken clouds
456,Undory,RU,54.6085,48.3928,76.24,64,99,12.93,overcast clouds
457,Itupiranga,BR,-5.1347,-49.3267,79.12,96,30,1.03,scattered clouds
458,Karla,EE,59.3723,24.9275,56.14,58,0,9.22,clear sky
459,Mmabatho,ZA,-25.85,25.6333,51.76,32,3,12.1,clear sky
460,Moratuwa,LK,6.773,79.8816,87.82,77,100,14.34,overcast clouds
461,Huaidian,CN,33.4333,115.0333,88.93,35,84,7.81,broken clouds
462,Saint-Raphael,HT,19.4333,-72.2,68.5,96,90,3.11,overcast clouds
463,Lithgow,AU,-33.4833,150.15,54.09,67,3,2.42,clear sky
464,Callaway,US,30.153,-85.5699,73.9,73,1,3.0,clear sky
465,Verkhoyansk,RU,67.5447,133.385,47.26,35,100,7.34,overcast clouds
466,Tagusao,PH,9.1924,117.8141,84.36,74,100,5.88,overcast clouds
467,Isangel,VU,-19.55,169.2667,75.31,73,40,8.66,scattered clouds
468,Talkha,EG,31.0539,31.3779,77.38,35,0,10.58,clear sky
469,Erzincan,TR,39.75,39.5,79.65,28,100,15.46,overcast clouds
470,Bezhetsk,RU,57.7851,36.6965,56.98,53,0,13.04,clear sky
471,Kaseda,JP,31.4167,130.3167,67.23,72,100,6.58,overcast clouds
472,Harnosand,SE,62.6323,17.9379,46.4,68,100,7.31,overcast clouds
473,Salta,AR,-24.7859,-65.4117,54.19,65,90,4.0,overcast clouds
474,Sterling,US,39.0062,-77.4286,66.54,75,1,4.54,clear sky
475,North Platte,US,41.1239,-100.7654,69.26,81,100,5.01,overcast clouds
476,Ternate,ID,0.8,127.4,79.2,83,100,6.49,overcast clouds
477,Teya,RU,60.3778,92.6267,53.04,35,100,8.08,overcast clouds
478,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,34.65,97,100,6.08,light rain
479,Hervey Bay,AU,-25.2986,152.8535,73.51,76,9,5.99,clear sky
480,Tual,ID,-5.6667,132.75,80.74,84,96,21.61,light rain
481,Santa Cruz,BO,-17.8,-63.1667,72.86,79,75,5.77,broken clouds
482,Laiwu,CN,36.1928,117.6569,88.92,32,56,11.45,broken clouds
483,Zhigalovo,RU,54.8097,105.1578,53.22,22,100,11.14,overcast clouds
484,Iskateley,RU,67.6803,53.1512,68.94,54,100,17.56,overcast clouds
485,Puerto Escondido,MX,15.85,-97.0667,82.24,69,1,3.69,clear sky
486,Luanda,AO,-8.8368,13.2343,75.2,94,40,2.3,scattered clouds
487,Dekar,BW,-21.5333,21.9333,57.96,32,0,12.06,clear sky
488,Balykshi,KZ,47.0667,51.8667,95.0,15,22,22.37,few clouds
489,Waitati,NZ,-45.75,170.5667,49.8,77,0,2.62,clear sky
490,Paracatu,BR,-17.2222,-46.8747,63.07,57,31,2.01,scattered clouds
491,Matara,LK,5.9485,80.5353,83.79,79,82,12.46,broken clouds
492,Oktyabrskoye,RU,43.0645,44.7417,87.94,41,40,5.59,scattered clouds
493,San Carlos,VE,9.6612,-68.5827,77.47,74,100,1.81,overcast clouds
494,Maceio,BR,-9.6658,-35.7353,74.64,82,75,8.57,broken clouds
495,Las Palmas,ES,28.4204,-14.0131,66.99,81,20,9.73,few clouds
496,Saint-Denis,FR,48.9167,2.3333,54.75,72,75,10.0,broken clouds
497,Mayya,RU,61.7333,130.2811,56.52,23,90,10.38,overcast clouds
498,Victor Harbor,AU,-35.5667,138.6167,73.49,29,60,2.98,broken clouds
499,Gladstone,AU,-23.85,151.25,71.53,64,40,16.11,scattered clouds
500,Pangai,TO,-19.8,-174.35,80.71,83,75,4.61,light rain
501,Volkhov,RU,59.9258,32.3382,55.78,50,56,12.68,broken clouds
502,Inirida,CO,3.8653,-67.9239,73.02,98,97,1.14,overcast clouds
503,Belaya Gora,RU,68.5333,146.4167,43.5,53,99,8.39,overcast clouds
504,Te Anau,NZ,-45.4167,167.7167,44.24,91,1,0.58,clear sky
505,Jibuti,DJ,11.5,42.5,89.2,36,10,6.55,clear sky
506,Samarai,PG,-10.6167,150.6667,80.19,80,100,20.45,overcast clouds
507,Oyama,JP,36.3,139.8,70.66,87,100,8.95,light rain
508,Linhares,BR,-19.3911,-40.0722,66.79,97,100,4.38,overcast clouds
509,Jingdezhen,CN,29.2947,117.2079,68.38,96,100,2.17,light rain
510,Kamaishi,JP,39.2667,141.8833,68.95,97,100,6.33,overcast clouds
511,Kizhinga,RU,51.8462,109.9097,45.48,61,100,12.24,light rain
512,Key West,US,24.5557,-81.7826,77.0,69,100,24.56,overcast clouds
513,Erenhot,CN,43.6475,111.9767,63.68,12,100,25.55,overcast clouds
514,Saint-Francois,FR,46.4154,3.9054,53.19,81,75,6.91,broken clouds
515,Qui Nhon,VN,13.7667,109.2333,90.57,59,97,12.5,overcast clouds
516,Gao,ML,16.6362,1.637,93.51,22,79,3.53,broken clouds
517,Tam Ky,VN,15.5667,108.4833,93.18,55,19,13.49,few clouds
518,Galle,LK,6.0367,80.217,83.71,79,99,13.4,overcast clouds
519,Pimenta Bueno,BR,-11.6725,-61.1936,71.89,97,99,0.69,overcast clouds
520,Otane,NZ,-39.8833,176.6333,54.01,94,100,4.9,overcast clouds
521,Vaitape,PF,-16.5167,-151.75,81.72,73,6,13.62,clear sky
522,Villamontes,BO,-21.25,-63.5,65.73,70,100,7.27,overcast clouds
523,Solikamsk,RU,59.6196,56.7729,62.51,73,100,10.58,overcast clouds
524,Itarema,BR,-2.9248,-39.9167,74.91,92,22,10.0,few clouds
525,Paldiski,EE,59.3567,24.0531,56.41,63,8,10.96,clear sky
526,Tarija,BO,-21.5355,-64.7296,53.13,80,9,3.09,clear sky
527,Tezu,IN,27.9167,96.1667,79.52,89,89,1.86,overcast clouds
528,Boda,CF,4.3189,17.4695,75.78,85,100,2.39,overcast clouds
529,Berbera,SO,10.4396,45.0143,90.32,54,100,5.46,overcast clouds
530,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.33,91,0,2.66,clear sky
531,Bawku,GH,11.0616,-0.2417,83.73,55,100,10.78,overcast clouds
532,Bang Bo,TH,13.5743,100.8353,102.06,52,75,10.2,broken clouds
533,Goundam,ML,16.4145,-3.6708,90.81,35,64,17.65,broken clouds
534,Ilula,TZ,-7.6766,36.0366,66.27,66,30,6.2,scattered clouds
535,Shingu,JP,33.7333,135.9833,69.91,75,100,6.13,overcast clouds
536,Rio Grande,BR,-32.035,-52.0986,62.94,95,100,16.58,heavy intensity rain
537,Andros,GR,37.8333,24.9333,70.36,61,0,8.43,clear sky
538,Kandrian,PG,-6.2167,149.55,81.86,82,39,6.4,light rain
539,Kyrylivka,UA,46.3759,35.3675,64.38,67,34,17.11,scattered clouds
540,Luwuk,ID,-0.9516,122.7875,83.46,72,100,4.32,overcast clouds
541,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.63,73,94,10.31,overcast clouds
542,Tres Lagoas,BR,-20.7511,-51.6783,74.43,45,100,5.82,overcast clouds
543,Bathsheba,BB,13.2167,-59.5167,79.41,76,67,19.17,broken clouds
544,Geraldton,AU,-28.7667,114.6,77.41,61,100,20.45,overcast clouds
545,Calvinia,ZA,-31.4707,19.776,46.58,70,0,6.69,clear sky
546,Buala,SB,-8.145,159.5921,81.77,81,63,5.82,light rain
547,Ust-Nera,RU,64.5667,143.2,46.83,57,100,5.73,overcast clouds
548,Sandwick,GB,60.0,-1.25,44.42,67,20,17.54,few clouds
549,Camana,PE,-16.6228,-72.7111,62.92,88,55,8.95,broken clouds
550,Huilong,CN,31.8111,121.655,80.04,68,79,10.96,broken clouds
551,Chumphon,TH,10.3333,98.8333,82.51,87,100,7.43,light rain
552,Holme,DK,56.1138,10.1725,52.3,91,100,14.36,overcast clouds
553,Kaeo,NZ,-35.1,173.7833,57.33,87,100,14.81,moderate rain
554,Tilichiki,RU,60.4667,166.1,32.99,95,100,6.58,overcast clouds
555,Dumai,ID,1.6833,101.45,87.84,67,93,1.48,overcast clouds
556,Pacific Grove,US,36.6177,-121.9166,52.07,86,34,3.0,scattered clouds
557,Cruzeiro,BR,-22.5761,-44.9628,60.75,67,45,3.85,scattered clouds
558,Grebanu,RO,45.3833,26.9667,63.81,57,83,5.79,broken clouds
559,Grand-Santi,GF,4.25,-54.3833,72.93,100,100,1.57,overcast clouds
560,La Paz,BO,-16.5,-68.15,39.18,21,100,6.91,overcast clouds
561,Loiza,PR,18.4313,-65.8802,79.86,79,100,11.97,overcast clouds
562,Kankan,GN,10.3854,-9.3057,75.04,75,100,2.89,overcast clouds
563,Ongandjera,NA,-17.8833,15.0667,65.86,32,0,14.76,clear sky
564,Trairi,BR,-3.2778,-39.2689,73.42,93,10,7.25,clear sky
565,Quetta,PK,30.199,67.0097,81.07,10,0,7.31,clear sky
566,Broome,US,42.2506,-75.833,69.06,68,100,2.1,overcast clouds
567,Kysyl-Syr,RU,63.8986,122.7617,49.05,35,100,8.68,overcast clouds
568,Abnub,EG,27.2696,31.1511,75.42,32,0,17.72,clear sky
569,Bikin,RU,46.8161,134.26,82.87,34,97,4.18,overcast clouds
570,Nioro,GM,13.35,-15.75,73.9,50,39,4.21,scattered clouds
571,Xuddur,SO,4.1213,43.8894,83.19,50,9,20.0,clear sky
572,Fort Nelson,CA,58.8053,-122.7002,63.99,25,75,8.05,broken clouds
573,Lethem,GY,3.3803,-59.7968,75.09,89,97,9.93,overcast clouds
574,Vikarabad,IN,17.3333,77.9,91.89,34,100,7.16,overcast clouds
575,Pouembout,NC,-21.1333,164.9,70.23,75,49,7.78,scattered clouds
576,Xichang,CN,27.8964,102.2634,87.49,37,96,6.98,overcast clouds
577,Havelock,US,34.8791,-76.9013,63.95,95,7,4.16,clear sky
578,Sayyan,YE,15.1718,44.3244,72.07,18,39,10.94,scattered clouds
579,Inhuma,BR,-6.6683,-41.7078,68.95,81,5,6.08,clear sky
580,Osa,RU,57.2829,55.4567,60.37,91,100,8.46,moderate rain
581,Garowe,SO,8.4054,48.4845,85.84,47,100,25.57,overcast clouds
582,Vanersborg,SE,58.3807,12.3234,50.92,93,90,9.22,light rain
583,Radnevo,BG,42.3,25.9333,67.19,63,24,5.86,few clouds
584,Svetlogorsk,BY,52.6333,29.7333,60.93,66,72,14.12,broken clouds
585,Garissa,KE,-0.4536,39.6401,85.3,48,7,20.83,clear sky
586,Ramnagar,IN,29.4,79.1167,92.41,32,5,6.44,clear sky
587,Varhaug,NO,58.6147,5.6457,54.86,84,100,12.26,overcast clouds
588,Laibin,CN,23.7,109.2667,90.03,66,89,11.32,overcast clouds
589,Sumbe,AO,-11.2061,13.8437,78.19,69,11,3.96,few clouds
590,Qiryat Shemona,IL,33.2073,35.5721,75.61,50,0,9.33,clear sky
591,Yanam,IN,16.7333,82.2167,90.0,73,100,5.79,overcast clouds
592,Nelson Bay,AU,-32.7167,152.15,64.0,90,0,7.27,clear sky
593,Moussoro,TD,13.6408,16.4901,94.03,20,65,7.81,broken clouds
594,Caravelas,BR,-17.7125,-39.2481,69.42,90,21,6.38,few clouds
595,Kangaatsiaq,GL,68.3065,-53.4641,27.7,65,100,8.99,overcast clouds
596,San Policarpo,PH,12.1791,125.5072,84.38,72,7,8.88,clear sky
597,Sept-Iles,CA,50.2001,-66.3821,55.92,97,75,5.75,broken clouds
598,Tiznit,MA,29.5833,-9.5,86.11,19,98,2.66,overcast clouds
599,Ahipara,NZ,-35.1667,173.1667,58.28,85,100,11.36,light rain
600,Natal,BR,-5.795,-35.2094,73.62,77,20,8.32,few clouds
601,Yurino,RU,56.2942,46.3039,60.12,94,100,6.6,overcast clouds
602,Axim,GH,4.8699,-2.2405,80.01,79,100,2.01,overcast clouds
603,Tuckahoe,US,37.5901,-77.5564,61.07,79,95,4.32,overcast clouds
604,Henties Bay,NA,-22.116,14.2845,71.51,48,0,7.14,clear sky
605,Lokot,RU,52.565,34.5776,60.69,53,1,6.73,clear sky
606,Saint Anthony,US,45.0205,-93.218,72.18,89,1,1.99,clear sky
607,Springdale,US,36.1867,-94.1288,68.68,100,100,5.99,overcast clouds
608,Igarka,RU,67.4667,86.5833,35.82,100,100,13.31,overcast clouds
609,Kitimat,CA,54.0524,-128.6534,55.78,79,100,1.97,overcast clouds
610,Mawlaik,MM,23.6333,94.4167,109.36,22,36,0.49,scattered clouds
611,Plettenberg Bay,ZA,-34.0527,23.3716,54.64,60,9,3.85,clear sky
612,Sioux Lookout,CA,50.1001,-91.917,64.78,100,75,3.44,broken clouds
613,Onalaska,US,43.8844,-91.2351,69.66,88,40,11.5,scattered clouds
614,San Cristobal,VE,7.7669,-72.225,66.27,96,100,3.27,overcast clouds
615,Maple Creek,CA,49.9168,-109.4848,36.09,80,100,4.61,overcast clouds
616,Port Hardy,CA,50.6996,-127.4199,48.38,93,90,2.3,overcast clouds
617,Takoradi,GH,4.8845,-1.7554,78.91,84,100,3.78,overcast clouds
618,Romans-Sur-Isere,FR,45.0464,5.0562,57.94,83,0,3.94,clear sky
619,Abha,SA,18.2164,42.5053,80.42,24,0,5.55,clear sky
620,Santa Lucia,ES,27.9117,-15.5407,63.77,80,20,14.5,few clouds
621,Shadrinsk,RU,56.0852,63.6335,79.25,36,70,10.54,broken clouds
622,Yantal,RU,56.8471,105.2542,53.49,25,100,6.08,overcast clouds
623,Kashi,CN,39.4547,75.9797,74.41,16,40,11.5,light rain
624,Tura,IN,25.5198,90.2201,84.18,75,38,3.51,scattered clouds
625,Vao,NC,-22.6667,167.4833,72.21,68,3,17.11,clear sky
626,Muravlenko,RU,63.7898,74.523,81.45,23,18,14.74,few clouds
627,Soubre,CI,5.7856,-6.6083,73.24,93,84,1.3,broken clouds
628,Portree,GB,57.4129,-6.1942,45.86,70,45,7.85,scattered clouds
629,Port Hedland,AU,-20.3167,118.5667,89.65,19,0,13.8,clear sky
630,Nchelenge,ZM,-9.3451,28.734,67.69,57,15,6.98,few clouds
631,General Roca,AR,-39.0333,-67.5833,50.4,54,100,17.78,light rain
632,Vestmanna,FO,62.1564,-7.1664,40.12,81,90,3.22,overcast clouds
633,Krasnoarmeysk,RU,51.0239,45.6969,74.46,55,100,3.47,overcast clouds
634,Pisco,PE,-13.7,-76.2167,64.45,82,90,2.3,overcast clouds
635,Shelburne,CA,44.0787,-80.2041,70.25,58,100,8.57,overcast clouds
636,Inhambane,MZ,-23.865,35.3833,69.78,94,75,5.01,moderate rain
637,Murgab,TM,37.4966,61.9714,91.27,12,0,10.25,clear sky
638,Margate,GB,51.3813,1.3862,51.51,83,100,7.0,moderate rain
639,Mandalgovi,MN,45.7625,106.2708,37.4,55,100,35.7,overcast clouds
640,Sinjai,ID,-5.1241,120.253,84.65,69,10,7.85,clear sky
641,Apatity,RU,67.5641,33.4031,38.57,94,100,9.35,overcast clouds
642,Copiapo,CL,-27.3667,-70.3333,46.09,55,100,2.39,overcast clouds
643,Faya,SA,18.3851,42.4509,80.71,20,0,2.77,clear sky
644,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,73.6,64,97,3.38,overcast clouds
645,Novobiryusinskiy,RU,56.9578,97.7076,52.72,42,100,5.7,overcast clouds
646,Mareeba,AU,-17.0,145.4333,72.48,79,81,5.66,broken clouds
647,Dewas,IN,22.9667,76.0667,86.18,21,78,3.62,broken clouds
648,Kommunisticheskiy,RU,61.6789,64.4819,77.34,34,13,12.57,few clouds
649,Campoverde,PE,-8.4753,-74.8058,72.18,92,1,0.85,clear sky
650,Zhangye,CN,38.9342,100.4517,54.68,50,100,0.85,overcast clouds
651,Talara,PE,-4.5772,-81.2719,67.57,79,45,15.23,scattered clouds
652,Barcelona,ES,41.3888,2.159,66.02,81,20,1.01,few clouds
653,Kardla,EE,58.9978,22.7492,55.38,62,0,5.75,clear sky
654,Linqiong,CN,30.4159,103.4609,81.79,54,89,4.65,overcast clouds
655,Navalmoral De La Mata,ES,39.8916,-5.5406,58.96,47,100,4.41,overcast clouds
656,Uttarkashi,IN,30.7333,78.45,84.47,28,100,6.31,overcast clouds
657,Bull Savanna,JM,17.8868,-77.5902,73.99,82,100,5.14,overcast clouds
658,Taoudenni,ML,22.6783,-3.9836,92.23,25,36,8.25,scattered clouds
659,Shatki,RU,55.1887,44.1249,61.92,63,82,10.92,broken clouds
660,Yurla,RU,59.3259,54.3223,57.52,92,100,8.99,overcast clouds
661,Salinopolis,BR,-0.6136,-47.3561,79.03,85,100,10.94,overcast clouds
662,Paredon,MX,16.0333,-93.8667,83.43,69,1,3.33,clear sky
663,Calhoun,US,42.2506,-85.0005,66.34,68,1,0.0,clear sky
664,Marapanim,BR,-0.7175,-47.6997,74.19,96,97,4.07,overcast clouds
665,Paamiut,GL,61.994,-49.6678,32.67,75,100,25.59,overcast clouds
666,San Andres,CO,12.5847,-81.7006,80.62,89,75,12.66,broken clouds
667,Noumea,NC,-22.2763,166.4572,75.0,99,55,7.81,broken clouds
668,Ladario,BR,-19.0047,-57.6017,71.47,80,73,2.98,broken clouds
669,Alpena,US,45.0617,-83.4327,71.74,82,100,8.25,light rain
670,Flin Flon,CA,54.7682,-101.865,27.54,99,72,3.6,broken clouds
671,Takestan,IR,36.0696,49.6959,87.93,13,95,20.04,overcast clouds
672,Udachnyy,RU,66.4167,112.4,37.29,76,65,6.91,broken clouds
673,Hailey,US,43.5196,-114.3153,40.89,92,90,0.0,snow
674,Ekhabi,RU,53.5102,142.9671,40.28,88,92,9.28,overcast clouds
675,Dennery,LC,13.8996,-60.8879,79.74,73,96,18.92,overcast clouds
676,Eenhana,NA,-17.4667,16.3333,58.75,32,0,13.24,clear sky
677,Mattru,SL,7.6244,-11.8332,73.38,96,100,1.97,overcast clouds
678,Ginir,ET,7.1333,40.7,69.85,57,67,3.53,broken clouds
679,Ust-Ishim,RU,57.6935,71.1665,83.35,25,11,10.02,few clouds
680,Yarada,IN,17.65,83.2667,93.52,70,75,8.81,broken clouds
